url,title,num_visitors_per_month,num_backward_links,publication_date,rss_feed_level,teams_mentioned,user_vote_score,publication,writer_score,created_at,updated_at,publication_name,author,rss_description,num_comments,score,site_ranking,players_mentioned,article_rank
http://bleacherreport.com/articles/184917-roaring-towards-the-offseason-a-response-of-sorts,"Roaring Towards The Offseason: A Response Of Sorts",1080826,0,2009-05-27,0,"Warriors Clippers Lakers Grizzlies Knicks ",,,,"2009-08-30 08:45:50","2009-08-30 08:45:58","","Mark Valenti Jr","",0,0.0,1817,"Lebron James Chris Paul Ben Gordon Al Harrington Tim Duncan Baron Davis Paul Millsap ",0
http://bleacherreport.com/articles/184933-lakers-adjustments-for-game-five-play-big,"Los Angeles Lakers Adjustments for Game Five: Play Big",1080826,0,2009-05-27,0,"Cavaliers Nuggets Lakers Magic ",,,,"2009-08-30 07:44:32","2009-08-30 07:44:37","","Michael Del Muro","",0,0.0,1817,"Kobe Bryant Trevor Ariza ",0
http://bleacherreport.com/articles/184938-magic-sparkle-from-3-put-cavs-on-the-brink-116-114-lead-series-3-1,"Orlando Magic Sparkle from Deep, Put Cleveland Cavaliers on the Brink, 116-114",1080826,0,2009-05-27,0,"Cavaliers Magic ",,,,"2009-08-30 07:44:27","2009-08-30 07:44:32","","Reggie Lockhart","",0,0.0,1817,"Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/184943-there-is-karma-in-the-nba,"There Is Karma in the NBA",1080826,0,2009-05-27,0,"Cavaliers Nuggets Lakers Magic ",,,,"2009-08-30 06:45:57","2009-08-30 06:46:02","","Bobby Oler","",0,0.0,1817,"Kobe Bryant Lebron James Chauncey Billups ",0
http://bleacherreport.com/articles/184953-basketball-the-next-generation,"Basketball: The ""Next"" Generation",1080826,0,2009-05-27,0,"",,,,"2009-08-30 07:44:21","2009-08-30 07:44:27","","james boyd","",0,0.0,1817,"",0
http://bleacherreport.com/articles/184973-if-you-think-shaq-handed-kobe-his-three-rings-well-youre-an-idiot,"If You Think Shaq Handed Kobe His Three Rings. . . Well, You\'re an Idiot",1080826,0,2009-05-27,0,"Pacers Lakers Nets Sixers Trail Blazers Kings ",,,,"2009-08-30 07:32:08","2009-08-30 07:32:38","","Michael  Inglis","",0,0.0,1817,"Kobe Bryant ",0
http://bleacherreport.com/articles/185044-lakers-have-big-decisions-to-make-this-summer,"Los Angeles Lakers Have Big Decisions to Make This Summer",1080826,0,2009-05-27,0,"Celtics Nuggets Lakers Grizzlies Magic Sixers Spurs Raptors ",,,,"2009-08-30 07:44:14","2009-08-30 07:44:21","","D.Michael Lee","",0,0.0,1817,"Trevor Ariza ",0
http://bleacherreport.com/articles/185058-the-thunder-will-have-options-this-summer,"The OKC Thunder Will Have Options This Summer",1080826,0,2009-05-27,0,"Bulls Pistons Knicks Thunder ",,,,"2009-08-30 07:44:05","2009-08-30 07:44:13","","D.Michael Lee","",0,0.0,1817,"Chauncey Billups Kevin Durant David West Ben Gordon Russell Westbrook David Lee ",0
http://bleacherreport.com/articles/185074-what-now-brown-cow-whats-next-for-cavs-fans-and-magic-need-to-overcome,"What Now Brown Cow? Whats Next for Cavs Fans and Magic Need to Overcome",1080826,0,2009-05-27,0,"Bulls Cavaliers Nuggets Lakers Magic ",,,,"2009-08-30 07:43:59","2009-08-30 07:44:05","","Angelo Cerilli","",0,0.0,1817,"Lebron James Carmelo Anthony Dwight Howard ",0
http://bleacherreport.com/articles/185074-what-now-brown-cow-whats-next-for-cavs-fans-and-magic-need-to-overcome,"What Now, Brown Cow?: The Next Step for the Cavs, and What Orlando Must Overcome",1080826,0,2009-05-27,0,"Bulls Cavaliers Nuggets Lakers Magic ",,,,"2009-08-30 08:45:40","2009-08-30 08:45:50","","Angelo Cerilli","",0,0.0,1817,"Lebron James Carmelo Anthony Dwight Howard ",0
http://bleacherreport.com/articles/185078-is-kobe-the-new-federer-lebron-the-next-nadal,"Is Kobe The New Federer, LeBron The Next Nadal?",1080826,0,2009-05-27,0,"Celtics Lakers ",,,,"2009-08-30 09:24:12","2009-08-30 09:24:20","","Tyler Lambert","",0,0.0,1817,"Kobe Bryant Lebron James ",0
http://bleacherreport.com/articles/185078-is-kobe-the-new-federer-lebron-the-next-nadal,"Kobe Bryant the New Roger Federer, LeBron James the Next Rafael Nadal?",1080826,0,2009-05-27,0,"Celtics Lakers ",,,,"2009-08-30 09:42:53","2009-08-30 09:42:59","","Tyler Lambert","",0,0.0,1817,"Kobe Bryant Lebron James ",0
http://bleacherreport.com/articles/185109-a-classic-game-4-pushes-cleveland-to-the-brink,"Cavaliers-Magic: Classic Game Four Pushes Cleveland to the Brink",1080826,0,2009-05-27,0,"Cavaliers Magic ",,,,"2009-08-30 07:43:54","2009-08-30 07:43:59","","Dan Smith","",0,0.0,1817,"Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/185119-the-return-of-the-cleveland-cadavers,"Cleveland Cadavers Return",1080826,0,2009-05-27,0,"Cavaliers Magic ",,,,"2009-08-30 07:43:49","2009-08-30 07:43:54","","frances white","",0,0.0,1817,"Lebron James ",0
http://bleacherreport.com/articles/185124-the-lebronkobe-revolution-will-not-be-televised,"The LeBron/Kobe Revolution Will Not Be Televised",1080826,0,2009-05-27,0,"Cavaliers Nuggets Lakers ",,,,"2009-08-30 09:14:08","2009-08-30 09:14:22","","rachel wilson","",0,0.0,1817,"Lebron James Carmelo Anthony Yao Ming Trevor Ariza ",0
http://bleacherreport.com/articles/185124-the-lebronkobe-revolution-will-not-be-televised,"The LeBron-Kobe Revolution Will Not Be Televised",1080826,0,2009-05-27,0,"Cavaliers Nuggets Lakers ",,,,"2009-08-30 09:29:11","2009-08-30 09:29:19","","rachel wilson","",0,0.0,1817,"Lebron James Carmelo Anthony Yao Ming Trevor Ariza ",0
http://bleacherreport.com/articles/185155-cleveland-cavaliers-nbas-indianapolis-colts,"Cleveland Cavaliers: NBA\'s Indianapolis Colts",1080826,0,2009-05-27,0,"Celtics Cavaliers Lakers Magic ",,,,"2009-08-30 08:45:31","2009-08-30 08:45:39","","Kyle Strittholt","",0,0.0,1817,"Kobe Bryant Lebron James ",0
http://bleacherreport.com/articles/185155-cleveland-cavaliers-nbas-indianapolis-colts,"How the Cleveland Cavaliers Are the NBA\'s Indianapolis Colts",1080826,0,2009-05-27,0,"Celtics Cavaliers Lakers Magic ",,,,"2009-08-30 09:27:15","2009-08-30 09:27:23","","Kyle Strittholt","",0,0.0,1817,"Kobe Bryant Lebron James ",0
http://bleacherreport.com/articles/185183-2002-nba-draft-knicks-could-have-drafted-amare,"2002 NBA Draft: New York Knicks Could Have Drafted Amare Stoudemire",1080826,0,2009-05-27,0,"Bulls Nuggets Knicks Suns ",,,,"2009-08-30 08:49:17","2009-08-30 08:49:22","",gozer,"",0,0.0,1817,"Amare Stoudemire ",0
http://bleacherreport.com/articles/185266-superman-has-entered-the-building,"Dwight Howard: Superman has Entered the Building",1080826,0,2009-05-27,0,"Cavaliers ",,,,"2009-08-30 08:53:18","2009-08-30 08:53:22","","Michael Demby","",0,0.0,1817,"Dwight Howard Yao Ming ",0
http://bleacherreport.com/articles/185266-superman-has-entered-the-building,"Dwight Howard: Superman Has Now Truly Arrived",1080826,0,2009-05-27,0,"Cavaliers ",,,,"2009-08-30 09:27:10","2009-08-30 09:27:15","","Michael Demby","",0,0.0,1817,"Dwight Howard Yao Ming ",0
http://bleacherreport.com/articles/185323-falling-hookline-and-sinker-for-lebron-and-the-cavaliers,"Falling Hook, Line, and Sinker For LeBron and The Cavaliers",1080826,0,2009-05-27,0,"Hawks Cavaliers Pistons Lakers Magic ",,,,"2009-08-30 09:26:59","2009-08-30 09:27:10","","Ed Berliner","",0,0.0,1817,"Kobe Bryant Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/185323-falling-hookline-and-sinker-for-lebron-and-the-cavaliers,"Falling Hook, Line, and Sinker for LeBron James and the Cavaliers",1080826,0,2009-05-27,0,"Hawks Cavaliers Pistons Lakers Magic ",,,,"2009-08-30 09:29:00","2009-08-30 09:29:06","","Ed Berliner","",0,0.0,1817,"Kobe Bryant Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/185346-would-you-trade-the-number-one-pick,"Would You Trade the No. 1 Pick?",1080826,0,2009-05-27,0,"Clippers Thunder ",,,,"2009-08-30 09:24:02","2009-08-30 09:24:12","","D.Michael Lee","",0,0.0,1817,"Baron Davis ",0
http://bleacherreport.com/articles/185346-would-you-trade-the-number-one-pick,"NBA Draft Debate: Would You Trade the No. 1 Pick?",1080826,0,2009-05-27,0,"Clippers Thunder ",,,,"2009-08-30 09:26:48","2009-08-30 09:26:59","","D.Michael Lee","",0,0.0,1817,"Baron Davis ",0
http://bleacherreport.com/articles/185378-o-dark-lord-why-hast-thou-forsaken-me,"David Stern: O Dark Lord, Why Hast Thou Forsaken Me?",1080826,0,2009-05-27,0,"Cavaliers Nuggets Lakers Magic ",,,,"2009-08-30 09:29:06","2009-08-30 09:29:11","","Elliott Smith","",0,0.0,1817,"Lebron James ",0
http://bleacherreport.com/articles/185382-top-ten-left-handed-players-in-the-nba,"Top Ten Left-Handed Players In The NBA",1080826,0,2009-05-27,0,"",,,,"2009-08-30 09:39:01","2009-08-30 09:39:14","","Bobby Ryan Jr.","",0,0.0,1817,"",0
http://bleacherreport.com/articles/185394-my-letter-to-the-la-clippers-as-a-fan-of-blake-griffin,"My Letter to the L.A Clippers As a Fan of Blake Griffin",1080826,0,2009-05-27,0,"Clippers ",,,,"2009-08-30 09:38:53","2009-08-30 09:39:01","","Hoops4life  ","",0,0.0,1817,"",0
http://bleacherreport.com/articles/185398-the-nba-will-get-the-cavs-to-the-finals,"The NBA Will Get The Cleveland Cavaliers To The Finals",1080826,0,2009-05-27,0,"Cavaliers Magic ",,,,"2009-08-30 09:38:45","2009-08-30 09:38:53","","D.Michael Lee","",0,0.0,1817,"Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/185398-the-nba-will-get-the-cavs-to-the-finals,"The Cleveland Cavaliers Will Make the Finals Thanks to the NBA",1080826,0,2009-05-27,0,"Cavaliers Magic ",,,,"2009-08-30 09:39:31","2009-08-30 09:39:37","","D.Michael Lee","",0,0.0,1817,"Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/185430-dwight-howards-technical-foul-rescinded,"Dwight Howard\'s Technical Foul Rescinded",1080826,0,2009-05-27,0,"Cavaliers Nuggets Magic ",,,,"2009-08-30 09:39:26","2009-08-30 09:39:31","","Jessica Reuter","<p>After further review, the NBA league office decided to rescind the technical foul given to Dwight Howard during last night\'s victory over LeBron James and the Cavaliers.<br /><br />After the technical foul, Amway Arena went beserk, yelling a resounding ""bull%*@"" at the game officials. Apparently it was, and more specifically, it was a celebration, not a taunt.<br /><br />The technical was called after he celebrated a made basket. Cleveland\'s Anderson Varejao grabbed Howard around the shoulders on a hard foul and Superman pumped his fists in Varejao\'s direction after putting the ball in the hoop.<br /><br />""I was just playing with emotion,"" Dwight said Tuesday night after the win. ""I wasn\'t taunting Varejao or anything. My thing was, it was a tough play, he grabbed me around the neck and I made the shot, so hopefully they will look at it"".<br /><br />Kobe Bryant also got a technical foul wiped away in the Western Conference Finals, and three T\'s earned by Denver Nuggets\' player Kenyon Martin were dropped as well.<br /><br />The Magic are concerned that Dwight has earned a reputation with the officials and is not given the benefit of the doubt.<br /><br />""When you get calls like that, you do feel that the guy is a marked man a little bit,"" Coach Van Gundy said.</p>",0,0.0,1817,"Kobe Bryant Lebron James Dwight Howard ",0
http://bleacherreport.com/articles/185477-joe-or-josh-who-must-go,"Joe or Josh: Who Must the Atlanta Hawks Let Go?",1080826,0,2009-05-27,0,"Hawks Cavaliers ",,,,"2009-08-30 10:00:59","2009-08-30 10:01:06","","Jamaal Foster","<p>I can tell you the moment that all of you brainwashed followers began to think that Joe Johnson and Josh Smith couldn&rsquo;t coexist.&nbsp; It was a gloomy afternoon and the Hawks had just finished being swept by the Cleveland Cavaliers&hellip;<br /><br />Charles Barkley and Kenny Smith spouted off some non-sense about the Hawks needing to decide if they want to build around Josh Smith or Joe Johnson, and you bought it.&nbsp; <br /><br />Brainwashing initiated and completed in less the 60 seconds.&nbsp; <br /><br />The icing on the cake was when a local writer, Jeff Schultz, wrote the article &ldquo;Hawks should consider trading Johnson, not Smith&rdquo;.&nbsp; <br /><br />In 24 hours a ridiculous debate was born.<br /><br />First of all, neither Joe nor Josh has a complete enough game to build around.&nbsp; <br /><br />Yes, I said it!&nbsp; Josh&rsquo;s flaws are well documented, and if you need a reminder call 790 &ldquo;the Zone&rdquo; or 680 &ldquo;the Fan&rdquo; where they will be glad to spout off about on-ball defense, 20-foot jumpers, and the many bone-headed or lazy mistakes they&rsquo;ve ever seen Josh make.<br /><br />Joe Johnson&rsquo;s problems are far less documented.&nbsp; Joe is as inconsistent as Atlanta weather.&nbsp; He&rsquo;s an isolation ballplayer that can&rsquo;t get to the basket.&nbsp; His game reminds me of Allen Houston after the mircofracture surgery.&nbsp;&nbsp; He&rsquo;s also rather slow for an off-guard, and his only real talent is getting space for his own shot or hitting an open one.&nbsp; I repeat his only real talent is getting his own shot.&nbsp; He cannot dribble through or away from a double-team and when the double does come, Joe picks up the ball and any offense that you were going to run is over. <br /><br />However, the problem with the Atlanta Hawks is not the players it&rsquo;s the strategy.&nbsp; <br /><br />Joe is not a facilitator, so he should never dominate the ball offensively at any time, unless he has proven that he is on fire that night.&nbsp; On most nights the opponent does not have to double him, and they almost never have to worry about him getting to the tin.<br /><br />As a result of improper use of the isolation with Joe Johnson, Josh Smith will start to hunger for the ball resulting in poor shot selection and his dribbling up the court after a defensive rebound.&nbsp; <br /><br />Don&rsquo;t get me wrong.&nbsp; Josh is actually one of the best open court passers that we have.&nbsp; <br /><br />Yes, I said it!&nbsp; Josh Smith is the best open court decision maker on our team.&nbsp; He makes consistently good decisions on the break, when he doesn&rsquo;t dribble the ball on his own foot.<br /><br />The key to the balancing act is at point guard.&nbsp; The Hawks need a point guard that can facilitate the offense and dictate who gets how many touches on the court and where they will receive those touches.&nbsp; If I&rsquo;m the point guard, Josh Smith does not touch the ball unless he is within 15 feet of the basket period. <br /><br />The solution for Hawks fans is to keep them both and stop listening to Knarles Charkley especially, if they agree (and never, ever listen to Schultz either).<br /><br /><br /></p>",0,0.0,1817,"Joe Johnson Josh Smith ",0
http://bleacherreport.com/articles/185477-joe-or-josh-who-must-go,"Joe Johnson or Josh Smith: Who Must the Atlanta Hawks Let Go?",1080826,0,2009-05-27,0,"Hawks Cavaliers ",,,,"2009-08-30 10:02:00","2009-08-30 10:02:09","","Jamaal Foster","",0,0.0,1817,"Joe Johnson Josh Smith ",0
http://bleacherreport.com/articles/185481-orlando-magic-why-the-magic-are-really-that-good,"Orlando Magic: Why They Really Are That Good",1080826,0,2009-05-27,0,"Celtics Cavaliers Magic Sixers ",,,,"2009-08-30 10:01:48","2009-08-30 10:02:00","","Brandon Ribak","",0,0.0,1817,"Dwight Howard ",0
http://bleacherreport.com/articles/185542-nba-under-the-bleachers-may-26,"NBA Under the Bleachers: May 26",0,0,2009-05-27,0,"Celtics Cavaliers Magic ",,,,"2009-08-30 11:08:58","2009-08-30 11:09:02","","Under the Bleachers","<p><a href=""182583-finding-pippen-using-hollywood-to-find-kobes-wingman"" target=""_blank"">Finding the Goose to Kobe&rsquo;s Maverick</a><br /><br />If there&rsquo;s one thing that&rsquo;s become blatantly apparent in the Laker&rsquo;s playoff run, it&rsquo;s that Kobe can&rsquo;t do this by himself. He needs the Robin to his Batman, the Goose to his Maverick, the Laverne to his Shirley. What better why to find him than through the movies?<br /> <br /><a href=""183266-looking-for-the-orlando-mvp-try-lebron-james"" target=""_blank"">The Magic&rsquo;s MVP? All Hail King James!</a><br /><br />Yes, we were all blown away by Game Two&rsquo;s spectacular Bron-Bron finish. But forget about the hype for a second (and look at Game Three) and you&rsquo;ll see that keeping LeBron chucking threes from the cheap seat isn&rsquo;t good for the Cavs, it&rsquo;s good for the Magic.<br /> <br /><a href=""183337-orlando-magic-fans-need-to-learn-the-ropes"" target=""_blank"">Orlando Intervention: From One Fan to All the Others</a><br /><br />As much excitement as the Magic&rsquo;s magnificent playoff run should be inspiring, so far Orlando&rsquo;s response has been ... less than inspiring. And this comes from one of the Magic&rsquo;s most devoted fans. Read on, people of Florida, because the writer isn&rsquo;t just attractive, she&rsquo;s also wise.<br /> <br /><a href=""183615-celtics-have-many-questions-to-answer-this-offeseason"" target=""_blank"">Questions in Beantown</a><br /><br />The Celtics made a valiant effort without K.G. this postseason, even being on the winning end of perhaps one of the greatest playoff series of all time. But what about next year? K.G., Paul Pierce and Ray Allen might be great, but they&rsquo;re also like 72 years old. You know, give or take.<br /> <br /><a href=""183452-nba-officiating-is-it-as-bad-as-it-seems"" target=""_blank"">Is NBA Officiating Really as Bad as It Seems?</a><br /><br />Short answer: Yes. Long answer: While we&rsquo;re 90 percent sure the games aren&rsquo;t fixed &ndash; OK, maybe 88 &ndash; blatantly blown calls like Dwight Howard&rsquo;s &ldquo;foul&rdquo; of Lebron as he shot a three at the end of Game Three seriously damage the league&rsquo;s credibility. In other words: Yes.</p>",0,0.0,,"Lebron James Dwight Howard Paul Pierce ",0
http://bleacherreport.com/articles/185556-joe-dumars-and-piston-fans-love-and-hate,"Joe Dumars and Detroit Piston Fans: Love and Hate",0,0,2009-05-27,0,"Pistons ",,,,"2009-08-30 11:02:31","2009-08-30 11:02:41","","Bill Dias","",0,0.0,,"Dwyane Wade Carmelo Anthony Chris Bosh ",0
http://bleacherreport.com/articles/185560-stephon-marbury-on-his-way-to-washington-heres-why-im-down,"Stephon Marbury On His Way To Washington? Here\'s Why I\'m Down",0,0,2009-05-27,0,"Celtics Clippers Nets Kings Wizards ",,,,"2009-08-30 11:01:15","2009-08-30 11:01:20","","Cyrus  Izadi","",0,0.0,,"",0
http://bleacherreport.com/articles/185564-am-as-gm-the-best-team-money-can-buy,"A.M. As GM: The Best Team Money Can Buy",0,0,2009-05-27,0,"Celtics Mavericks Heat Knicks ",,,,"2009-08-30 11:01:09","2009-08-30 11:01:15","","Alec McAfee","",0,0.0,,"Brandon Roy Vince Carter Rajon Rondo ",0
http://bleacherreport.com/articles/185571-life-imitates-sports-kobecheney-vs-meloobama,"Life Imitates Sports: Kobe/Cheney Vs. Melo/Obama",0,0,2009-05-27,0,"Nuggets Lakers Magic ",,,,"2009-08-30 13:17:30","2009-08-30 13:17:36","","Dave Zirin","",0,0.0,,"Kobe Bryant Carmelo Anthony ",0
http://bleacherreport.com/articles/185584-oh-so-smooth-ray-allens-player-capsule,"Ray Allen\'s Player Capsule: Oh, So Smooth",0,0,2009-05-27,0,"Celtics Bulls Magic ",,,,"2009-08-30 11:02:22","2009-08-30 11:02:31","","Jay  King","",0,0.0,,"Lebron James Rajon Rondo ",0
http://bleacherreport.com/articles/185624-cavaliers-magic-game-4-magic-making-cavs-disappear,"Cavaliers-Magic Game 4: Magic Making Cavs Disappear",0,0,2009-05-27,0,"Cavaliers Magic ",,,,"2009-08-30 12:56:23","2009-08-30 12:56:31","","Erick Blasco","",0,0.0,,"Lebron James Joe Johnson Dwight Howard ",0
http://bleacherreport.com/articles/185627-nbas-dream-series-may-not-come-to-a-reality,"NBA\'s Dream Series May Not Come to a Reality",0,0,2009-05-27,0,"Cavaliers Nuggets Lakers Magic ",,,,"2009-08-30 11:04:58","2009-08-30 11:05:03","","Fred Richani","",0,0.0,,"Kobe Bryant Lebron James Shaquille O'Neal ",0
http://bleacherreport.com/articles/185662-mike-brown-far-from-coach-of-the-year,"Mike Brown: Far From Coach of the Year",0,0,2009-05-27,0,"",,,,"2009-08-30 11:04:52","2009-08-30 11:04:58","","Tom DeRiggi","",0,0.0,,"Lebron James ",0
http://bleacherreport.com/articles/185673-the-atlanta-hawks-stay-put-now-blow-it-up-later,"Atlanta Hawks: Stay Put Now, Blow It up Later",0,0,2009-05-27,0,"Hawks ",,,,"2009-08-30 11:06:41","2009-08-30 11:06:48","","Dan Weiner","",0,0.0,,"Chris Paul Joe Johnson Josh Smith Al Horford ",0
http://bleacherreport.com/articles/185723-im-a-laker-and-you-can-too-5-easy-steps-to-ride-the-bandwagon,"I\'m a Laker and You Can Be Too: Five Easy Steps To Ride The Bandwagon",0,0,2009-05-27,0,"Lakers ",,,,"2009-08-30 13:02:56","2009-08-30 13:03:01","","Brandon  Johnson","",0,0.0,,"Kobe Bryant Trevor Ariza ",0
http://bleacherreport.com/articles/185738-nuggets-lakers-keys-going-into-tonights-pivotal-matchup,"Nuggets-Lakers: Keys Going Into Tonights Pivotal Matchup",0,0,2009-05-27,0,"Nuggets Lakers ",,,,"2009-08-30 11:28:58","2009-08-30 11:29:02","","Bhavik Darji","",0,0.0,,"Kobe Bryant Chauncey Billups Carmelo Anthony ",0
http://bleacherreport.com/articles/185749-ticky-tacky-calls-make-it-hard-to-watch-the-nba,"Ticky-Tacky Calls Make It Hard to Watch the NBA",0,0,2009-05-27,0,"Rockets Timberwolves ",,,,"2009-08-30 11:28:53","2009-08-30 11:28:58","","Emmett Corboy","",0,0.0,,"",0
http://bleacherreport.com/articles/185777-has-mitch-kupchak-cost-the-lakers-the-title,"Has Mitch Kupchak Cost the Lakers the Title?",0,0,2009-05-27,0,"Celtics Lakers ",,,,"2009-08-30 11:41:09","2009-08-30 11:41:19","","Paul Peszko","",0,0.0,,"Kobe Bryant Trevor Ariza ",0
http://bleacherreport.com/articles/185781-ron-artest-what-cleveland-needs-to-reach-the-promised-land,"Ron Artest: What Cleveland Needs to Reach The Promised Land",0,0,2009-05-27,0,"",,,,"2009-08-30 12:52:40","2009-08-30 12:52:41","","Bluto West","",0,0.0,,"",0
http://bleacherreport.com/articles/185857-could-jonas-jerebko-be-the-answer-for-the-boston-celtics,"Could Jonas Jerebko Be the Answer for the Boston Celtics?",0,0,2009-05-27,0,"Celtics ",,,,"2009-08-30 11:49:14","2009-08-30 11:49:21","","Brian  Hutchison","",0,0.0,,"Kevin Garnett ",0
http://bleacherreport.com/articles/185857-could-jonas-jerebko-be-the-answer-for-the-boston-celtics,"Could Jonas Jerebko Be the Next James Posey for the Boston Celtics?",0,0,2009-05-27,0,"Celtics ",,,,"2009-08-30 11:51:01","2009-08-30 11:51:07","","Brian  Hutchison","",0,0.0,,"Kevin Garnett ",0
